Nome: OURICURI
Codigo Estacao: 82753
Latitude: -7.87944443
Longitude: -40.09194444
Altitude: 462.01
Situacao: Operante
Data Inicial: 1992-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);
2014-10-31;11,1;27,625161;
2014-11-30;23,3;28,142667;
2014-12-31;99,2;27,253548;
2015-01-31;8,1;28,142581;
2015-02-28;99;27,657143;
2015-03-31;214,2;26,443226;
2015-04-30;56;25,982667;
2015-05-31;115,2;25,545806;
2015-06-30;6;24,763333;
2015-07-31;23;24,652903;
2015-08-31;1,1;25,27871;
2015-09-30;,1;27,55;
2015-10-31;,3;28,689032;
2015-11-30;0;30,364;
2015-12-31;2,7;29,62;
2016-01-31;110,2;26,869677;
2016-02-29;10,6;27,041379;
2016-03-31;39,6;28,728387;
2016-04-30;9,8;28,242;
2016-05-31;53,4;27,098065;
2016-06-30;16,5;24,822667;
2016-07-31;2,8;24,685161;
2016-08-31;,6;25,768387;
2016-09-30;,5;27,694667;
2016-10-31;0;28,932903;
2016-11-30;10,5;29,553333;
2016-12-31;41,2;28,792903;
2017-01-31;32,7;28,772903;
2017-02-28;126;27,477143;
2017-03-31;46;27,54;
2017-04-30;101,3;26,719333;
2017-05-31;9,6;26,667742;
2017-06-30;30,6;24,456667;
2017-07-31;20,6;22,83871;
2017-08-31;1,7;25,012258;
2017-09-30;6;25,244667;
2017-10-31;0;27,85871;
2017-11-30;79,4;28,970667;
2017-12-31;14,5;29,029677;
2018-01-31;75,2;27,373548;
2018-02-28;74,9;26,617143;
2018-03-31;105,2;27,034839;
2018-04-30;114,3;24,565333;
2018-05-31;10,3;25,284516;
2018-06-30;,3;24,72;
2018-07-31;0;24,36;
2018-08-31;0;25,62;
2018-09-30;0;27,222;
2018-10-31;56,1;28,390968;
2018-11-30;1,2;28,773333;
2018-12-31;285,3;25,523871;
2019-01-31;16;26,790323;
2019-02-28;41,8;27,461429;
2019-03-31;281;26,565161;
2019-04-30;46,4;25,792667;
2019-05-31;6,2;26,090968;
2019-06-30;37,4;24,322667;
2019-07-31;17,9;23,765806;
2019-08-31;1;24,71871;
2019-09-30;0;27,137333;
2019-10-31;,7;28,418065;
2019-11-30;94,3;29,186;
2019-12-31;30,4;28,198065;
2020-01-31;118,6;26,909032;
2020-02-29;262;25,744828;
2020-03-31;169,5;25,421935;
2020-04-30;150,5;25,010667;
2020-05-31;37,6;24,499355;
2020-06-30;19,5;23,814667;
2020-07-31;1,3;23,585806;
2020-08-31;,2;24,765161;
2020-09-30;0;26,136;
2020-10-31;4,1;28,499286;
2020-11-30;27,6;27,288276;
2020-12-31;15,2;27,984;
2021-01-31;25;27,185;
2021-02-28;127;26,333077;
2021-03-31;null;25,854;
2021-04-30;241,6;25,31;
2021-05-31;6;24,159333;
2021-06-30;8,4;24,507143;
2021-07-31;16,3;24,031333;
2021-08-31;4,5;24,904;
2021-09-30;0;27,556667;
2021-10-31;2,8;29,110968;
2021-11-30;78;27,944138;
2021-12-31;110,2;26,434;
2022-01-31;151,3;25,203571;
2022-02-28;50,2;26,218571;
2022-03-31;114,1;25,802069;
2022-04-30;65,4;25,332;
2022-05-31;null;25,048696;
2022-06-30;null;null;
2022-07-31;null;22,852381;
2022-08-31;null;23,722;
2022-09-30;null;26,204545;
2022-10-31;null;27,570476;
2022-11-30;null;25,994286;
2022-12-31;null;25,679048;

